cost iteration update organism_size num_germ generation generation_diff workload workload_propagule_ineligible
16 1 11100 10.3830 4.5100 6102.7051 76.7051 52.4495 0.5078
16 1 11200 9.9420 4.2840 6103.3828 77.3828 52.0532 0.4788
16 1 11300 10.2220 4.5120 6104.0210 78.0210 52.3764 0.3559
16 1 11400 10.2750 4.2670 6104.5752 78.5752 54.2262 0.5606
16 1 11500 10.4030 4.2190 6105.2710 79.2710 52.6972 0.5779
16 1 11600 10.4540 4.3950 6106.0098 80.0098 53.2153 0.6714
16 1 11700 10.8190 4.4540 6106.6431 80.6431 53.6472 0.5276
16 1 11800 10.8930 4.4360 6107.1982 81.1982 55.0825 0.6066
16 1 11900 10.7800 4.2960 6107.9492 81.9492 54.9631 0.9167
16 1 12000 10.4500 4.3400 6108.4121 82.4121 54.3210 0.9355
16 1 12100 10.3430 4.2800 6109.0630 83.0630 54.9338 0.7881
16 1 12200 10.3080 4.3990 6109.7568 83.7568 51.3915 1.1241
16 1 12300 10.1780 4.2010 6110.3540 84.3540 57.7631 0.7153
16 1 12400 10.5640 4.2510 6111.2661 85.2661 56.3325 0.8749
16 1 12500 10.4560 4.3910 6112.0742 86.0742 53.6684 0.6798
16 1 12600 10.5480 4.4470 6113.0508 87.0508 53.4196 0.4277
16 1 12700 10.8740 4.6120 6113.7051 87.7051 52.5166 0.5646
16 1 12800 10.9080 4.4160 6114.4849 88.4849 55.3017 0.5396
16 1 12900 10.6060 4.3400 6115.3262 89.3262 53.4493 0.5604
16 1 13000 10.3410 4.4080 6116.1318 90.1318 51.2438 0.6284
16 1 13100 10.5190 4.3380 6116.7568 90.7568 52.5584 0.7416
16 1 13200 10.6350 4.3640 6117.5698 91.5698 54.1404 0.6615
16 1 13300 10.4780 4.2330 6118.3159 92.3159 53.6843 0.5764
16 1 13400 10.1930 4.0810 6118.9229 92.9229 55.3147 0.5273
16 1 13500 10.2900 4.0530 6119.7129 93.7129 54.9129 0.4115
16 1 13600 10.2470 4.2090 6120.5229 94.5229 52.5421 0.6199
16 1 13700 10.4540 4.2200 6121.2671 95.2671 54.4836 0.7517
16 1 13800 10.4590 4.0930 6121.9180 95.9180 54.7490 0.5903
16 1 13900 10.5440 4.1340 6122.4629 96.4629 57.5174 0.4478
16 1 14000 10.8420 4.4040 6122.9399 96.9399 57.1967 0.5817
16 1 14100 10.3810 4.0970 6123.5991 97.5991 60.4042 0.5860
16 1 14200 10.4120 4.1540 6124.5718 98.5718 61.3539 0.6013
16 1 14300 10.4810 4.3370 6125.3950 99.3950 59.9400 0.6193
16 1 14400 10.2950 4.3550 6125.9180 99.9180 58.7989 0.8482
16 1 14500 10.4160 4.2220 6126.5181 100.5181 60.7608 1.0502
16 2 100 4.8500 3.4560 6026.9258 0.9258 29.8289 0.6409
16 2 200 9.7990 4.4710 6027.5830 1.5830 38.0303 0.3449
16 2 300 9.9190 4.2880 6028.2739 2.2739 42.7971 0.3526
16 2 400 9.7990 4.2130 6028.9219 2.9219 44.0680 0.4735
16 2 500 9.4910 4.1770 6029.6738 3.6738 41.6792 0.2495
16 2 600 9.6830 4.0670 6030.3540 4.3540 47.3633 0.2284
16 2 700 9.9770 4.2400 6031.1172 5.1172 46.2806 0.3448
16 2 800 9.7160 3.9630 6031.8442 5.8442 50.6847 0.3487
16 2 900 9.4550 3.9510 6032.5449 6.5449 49.3639 0.4252
16 2 1000 9.8180 4.0350 6033.2109 7.2109 50.0990 0.3004
16 2 1100 9.9480 4.0630 6033.9048 7.9048 50.8331 0.3633
16 2 1200 10.1230 4.2060 6034.7222 8.7222 49.4122 0.2399
16 2 1300 9.9730 4.0900 6035.5269 9.5269 49.7322 0.2154
16 2 1400 10.0750 4.1030 6036.2842 10.2842 49.5352 0.2861
16 2 1500 9.7970 4.2290 6037.0229 11.0229 45.5742 0.5737
16 2 1600 9.9080 4.0690 6037.6919 11.6919 49.6582 0.3782
16 2 1700 10.3970 4.3840 6038.3862 12.3862 47.6664 0.4368
16 2 1800 10.0570 4.1050 6039.1309 13.1309 49.7535 0.4792
16 2 1900 10.3820 4.1840 6039.8340 13.8340 50.6372 0.5755
16 2 2000 10.4200 4.3500 6040.6602 14.6602 47.7189 0.4267
16 2 2100 10.5350 4.4860 6041.3379 15.3379 46.2041 0.3765
16 2 2200 10.0780 4.2600 6042.0430 16.0430 47.4025 0.6272
16 2 2300 10.0600 4.1730 6042.7910 16.7910 46.7011 0.5279
16 2 2400 10.1610 4.1880 6043.4048 17.4048 47.4930 0.5883
16 2 2500 10.1480 4.1590 6044.1079 18.1079 48.1191 0.7297
16 2 2600 10.0420 3.9760 6044.7529 18.7529 49.6573 0.9884
16 2 2700 10.1080 4.1740 6045.4902 19.4902 50.1981 0.4928
16 2 2800 9.8170 4.2340 6046.1792 20.1792 46.7661 0.3259
16 2 2900 9.8550 3.9560 6046.9731 20.9731 51.4794 0.3251
16 2 3000 10.4110 4.0780 6047.7651 21.7651 54.3365 0.5017
16 2 3100 10.1930 4.2040 6048.5068 22.5068 49.1581 0.6232
16 2 3200 10.1810 4.0780 6049.2319 23.2319 50.6620 0.4730
16 2 3300 10.1800 4.0430 6049.7788 23.7788 53.4540 0.3238
16 2 3400 10.5870 4.1200 6050.4458 24.4458 54.2321 0.2942
16 2 3500 10.7810 4.1630 6051.1108 25.1108 54.7991 0.3771
16 2 3600 10.8970 4.2120 6051.9951 25.9951 54.5716 0.1413
16 2 3700 10.5740 4.2720 6052.7729 26.7729 54.5373 0.1854
16 2 3800 10.5060 4.4080 6053.4858 27.4858 53.8788 0.3085
16 2 3900 10.9010 4.4040 6054.2651 28.2651 51.5770 0.4762
16 2 4000 10.6240 4.4340 6055.1499 29.1499 49.6276 0.5866
16 2 4100 10.8260 4.7110 6055.7412 29.7412 45.8867 0.6103
16 2 4200 10.4570 4.3260 6056.2129 30.2129 48.3893 0.4045
16 2 4300 10.4580 4.3530 6056.8608 30.8608 49.7392 0.4813
16 2 4400 10.9110 4.4680 6057.6079 31.6079 49.4745 0.4308
16 2 4500 10.3720 4.2050 6058.4302 32.4302 51.2993 0.4813
16 2 4600 10.2390 4.1050 6059.3208 33.3208 52.9889 0.4268
16 2 4700 10.0330 4.1060 6059.9331 33.9331 52.3886 0.5093
16 2 4800 10.3130 4.1790 6060.5908 34.5908 53.0476 0.3546
16 2 4900 10.2330 4.2900 6061.4072 35.4072 52.7401 0.4172
16 2 5000 10.4180 4.3070 6062.0581 36.0581 53.8368 0.3778
16 2 5100 10.4090 4.4030 6062.9331 36.9331 52.8406 0.4579
16 2 5200 10.9580 4.5950 6063.8521 37.8521 51.3401 0.5375
16 2 5300 10.4850 4.3180 6064.7832 38.7832 52.7984 0.6132
16 2 5400 10.2710 4.2640 6065.6758 39.6758 53.9051 0.7723
16 2 5500 10.3950 4.5360 6066.5088 40.5088 49.9134 0.6045
16 2 5600 10.3830 4.3860 6067.2622 41.2622 52.0841 0.6001
16 2 5700 10.5440 4.2840 6067.9932 41.9932 52.6607 0.6174
16 2 5800 10.6700 4.3840 6068.7070 42.7070 51.5861 0.4822
16 2 5900 10.5740 4.3390 6069.6040 43.6040 51.1533 0.4702
16 2 6000 10.1060 4.2700 6070.2192 44.2192 50.2844 0.5431
16 2 6100 10.5580 4.4600 6070.9399 44.9399 50.8910 0.3830
16 2 6200 10.5540 4.3700 6071.8711 45.8711 50.7004 0.6259
16 2 6300 10.5180 4.3480 6072.5269 46.5269 52.6285 0.5738
16 2 6400 10.3850 4.2430 6073.2559 47.2559 56.0306 0.8982
16 2 6500 10.3410 4.3040 6074.1191 48.1191 54.7762 0.6966
16 2 6600 10.3480 4.1880 6075.0459 49.0459 54.3899 0.5499
16 2 6700 10.4990 4.1590 6075.7041 49.7041 53.4833 0.5961
16 2 6800 10.1840 4.2270 6076.5151 50.5151 54.0152 0.6283
16 2 6900 10.3800 4.3050 6077.2271 51.2271 56.0394 1.0265
16 2 7000 10.2430 4.3690 6078.3081 52.3081 54.9872 0.8787
16 2 7100 10.1480 4.2490 6079.2051 53.2051 52.8839 0.6731
16 2 7200 10.2490 4.1890 6080.1592 54.1592 56.7712 0.8642
16 2 7300 10.3420 4.2430 6080.8740 54.8740 58.4642 1.0535
16 2 7400 10.0940 4.4160 6081.6738 55.6738 51.0965 1.0976
16 2 7500 10.3660 4.2700 6082.6338 56.6338 54.2785 0.8885
16 2 7600 10.3060 4.2220 6083.1558 57.1558 55.2408 0.7636
16 2 7700 10.3260 4.4000 6084.0039 58.0039 51.7363 0.7689
16 2 7800 10.5180 4.3810 6084.6250 58.6250 51.4081 0.7277
16 2 7900 10.4360 4.4130 6085.3711 59.3711 50.6050 0.6284
16 2 8000 10.2640 4.2630 6086.2412 60.2412 51.8162 0.7103
16 2 8100 10.2690 4.4000 6086.8271 60.8271 49.4604 0.6934
16 2 8200 10.5700 4.3860 6087.9429 61.9429 49.5952 0.6427
16 2 8300 10.6170 4.4410 6088.7651 62.7651 52.8331 0.4402
16 2 8400 10.5750 4.2740 6089.5381 63.5381 53.9456 0.5407
16 2 8500 10.5060 4.3480 6090.4551 64.4551 52.2935 0.5267
16 2 8600 10.8060 4.4260 6091.1909 65.1909 52.5230 0.4126
16 2 8700 10.8630 4.5640 6092.1890 66.1890 51.6837 0.4426
16 2 8800 10.8270 4.6000 6092.8472 66.8472 51.0499 0.5707
16 2 8900 10.5930 4.6540 6093.7319 67.7319 49.0036 0.5514
16 2 9000 10.2760 4.4500 6094.3491 68.3491 53.1276 1.0344
16 2 9100 10.5730 4.4890 6095.0029 69.0029 51.7679 0.5088
16 2 9200 10.6050 4.4390 6095.7158 69.7158 51.6896 0.4904
16 2 9300 10.3890 4.2440 6096.4590 70.4590 54.1166 0.4123
16 2 9400 10.2710 4.3750 6097.2432 71.2432 50.6431 0.5771
16 2 9500 10.4840 4.3970 6098.0220 72.0220 51.0415 0.5497
16 2 9600 10.3070 4.4440 6098.5518 72.5518 52.1893 0.4167
16 2 9700 10.7190 4.7040 6099.2949 73.2949 52.0106 0.4773
16 2 9800 10.7540 4.5380 6099.9458 73.9458 52.2888 0.5342
16 2 9900 10.6070 4.4510 6100.7158 74.7158 52.6873 0.6828
16 2 10000 10.8450 4.7020 6101.5498 75.5498 50.9128 0.9079
16 2 10100 10.5830 4.5820 6102.4858 76.4858 51.8808 0.4334
16 2 10200 10.5250 4.6360 6103.2661 77.2661 50.5644 0.4571
16 2 10300 10.6590 4.7690 6104.1162 78.1162 47.9798 0.5481
16 2 10400 10.5280 4.5800 6104.7041 78.7041 51.4221 0.5024
16 2 10500 10.8540 4.6510 6105.3071 79.3071 50.4760 0.3935
16 2 10600 10.4030 4.5210 6105.8940 79.8940 49.2504 0.4444
16 2 10700 10.9490 4.5290 6106.3940 80.3940 51.3366 0.4730
16 2 10800 10.5880 4.2800 6107.2720 81.2720 52.3278 0.4914
16 2 10900 10.6800 4.3210 6108.1011 82.1011 50.9492 0.4395
16 2 11000 10.9580 4.4860 6108.8120 82.8120 51.6877 0.5009
16 2 11100 11.0580 4.4180 6109.5391 83.5391 51.6928 0.6238
16 2 11200 11.2210 4.6780 6110.2930 84.2930 50.4231 0.4100
16 2 11300 11.0090 4.7270 6111.0859 85.0859 48.6076 0.6645
16 2 11400 10.3360 4.2500 6111.8179 85.8179 50.2723 0.6922
16 2 11500 10.5940 4.5750 6112.2700 86.2700 50.3247 0.4363
16 2 11600 10.6330 4.5610 6112.9028 86.9028 49.5491 0.7707
16 2 11700 10.4810 4.3610 6113.6411 87.6411 50.9511 0.5533
16 2 11800 10.3610 4.2220 6114.4380 88.4380 52.4630 0.8226
16 2 11900 10.2970 4.4060 6115.1069 89.1069 51.2037 0.6369
16 2 12000 10.2220 4.4840 6115.7002 89.7002 49.0727 0.6019
16 2 12100 10.4490 4.4880 6116.3921 90.3921 51.3304 0.5236
16 2 12200 10.4470 4.3590 6117.2422 91.2422 52.4556 0.5822
16 2 12300 10.5400 4.2940 6117.9321 91.9321 52.1528 0.2874
16 2 12400 10.6290 4.5460 6118.6260 92.6260 50.7608 0.3258
16 2 12500 10.4800 4.6450 6119.1572 93.1572 49.2320 0.3018
16 2 12600 10.4070 4.7760 6119.9678 93.9678 46.7819 0.5006
16 2 12700 10.7380 4.6630 6120.7422 94.7422 47.4906 0.3849
16 2 12800 11.0030 4.7580 6121.2969 95.2969 48.3471 0.5473
16 2 12900 10.6790 4.8210 6122.1250 96.1250 46.4301 0.5586
16 2 13000 10.5820 4.7100 6122.9849 96.9849 47.1554 0.8236
16 2 13100 10.8000 4.8260 6123.5200 97.5200 48.9997 0.8701
16 2 13200 10.7560 4.8160 6124.4429 98.4429 49.0416 0.7739
16 2 13300 10.5450 4.5950 6125.0459 99.0459 50.2867 0.8307
16 2 13400 10.4510 4.3540 6125.9399 99.9399 51.2688 0.6369
16 2 13500 10.7570 4.4400 6126.6411 100.6411 52.8423 0.8320
32 0 100 4.7920 3.5240 6026.9331 0.9331 27.4645 0.4052
32 0 200 9.8030 4.6740 6027.4590 1.4590 32.8325 0.3644
32 0 300 11.0060 4.7020 6027.9541 1.9541 39.5119 0.3705
32 0 400 11.3880 4.9010 6028.4531 2.4531 41.6604 0.2059
32 0 500 11.3450 4.7860 6028.9819 2.9819 40.9953 0.1360
32 0 600 11.1780 4.6270 6029.5229 3.5229 43.3379 0.2589
32 0 700 11.0360 4.3610 6029.9971 3.9971 48.1592 0.4274
32 0 800 11.1860 4.5240 6030.5869 4.5869 46.5538 0.3725
32 0 900 11.3260 4.5190 6031.0322 5.0322 47.5981 0.3614
32 0 1000 11.2080 4.4650 6031.5508 5.5508 45.8421 0.3626
32 0 1100 10.7810 4.4600 6032.0962 6.0962 46.6490 0.4119
32 0 1200 11.1460 4.4950 6032.6099 6.6099 45.9619 0.4501
32 0 1300 11.2840 4.3950 6033.1709 7.1709 45.8789 0.3713
32 0 1400 11.6590 4.6720 6033.6650 7.6650 45.9009 0.4339
32 0 1500 11.5420 4.5410 6034.1909 8.1909 47.9825 0.3015
32 0 1600 11.7420 4.7170 6034.7891 8.7891 47.0104 0.2711
32 0 1700 11.3610 4.5010 6035.2930 9.2930 48.6441 0.4192
32 0 1800 11.3050 4.3460 6035.8428 9.8428 48.3437 0.3633
32 0 1900 11.5510 4.4270 6036.3052 10.3052 48.6566 0.5487
32 0 2000 11.5160 4.5000 6036.7949 10.7949 47.8425 0.6129
32 0 2100 11.2040 4.5060 6037.3262 11.3262 49.1434 0.4632
32 0 2200 11.6310 4.6970 6037.8369 11.8369 48.0027 0.5397
32 0 2300 11.4300 4.6290 6038.3369 12.3369 48.1201 0.3433
32 0 2400 11.6620 4.6280 6038.7988 12.7988 47.4769 0.3980
32 0 2500 12.1560 4.8720 6039.3418 13.3418 47.4725 0.3467
32 0 2600 11.5440 4.5390 6039.8359 13.8359 47.3015 0.3556
32 0 2700 11.6120 4.5310 6040.3311 14.3311 48.9070 0.3997
32 0 2800 11.6680 4.7410 6040.7388 14.7388 48.2904 0.4427
32 0 2900 11.8770 4.8050 6041.2222 15.2222 48.1349 0.4337
32 0 3000 11.6960 4.7410 6041.7720 15.7720 48.4602 0.4020
32 0 3100 11.6030 4.6660 6042.2651 16.2651 48.3091 0.5504
32 0 3200 11.3270 4.5430 6042.7700 16.7700 48.8350 0.5567
32 0 3300 11.0650 4.5760 6043.2559 17.2559 46.6778 0.6169
32 0 3400 11.3780 4.5880 6043.8081 17.8081 47.4989 0.3952
32 0 3500 11.2370 4.4660 6044.3442 18.3442 49.5465 0.3968
32 0 3600 11.2730 4.4250 6044.8940 18.8940 51.9359 0.3966
32 0 3700 11.3660 4.4410 6045.4868 19.4868 51.4768 0.3808
32 0 3800 11.2920 4.2850 6046.0352 20.0352 52.6073 0.4411
32 0 3900 11.2790 4.4880 6046.5781 20.5781 49.2731 0.4643
32 0 4000 11.3270 4.4320 6047.1152 21.1152 50.5675 0.6130
32 0 4100 11.2190 4.3580 6047.5459 21.5459 51.8053 0.5955
32 0 4200 11.2620 4.3910 6048.0898 22.0898 51.5156 0.5698
32 0 4300 10.8860 4.2240 6048.5928 22.5928 50.3417 0.9832
32 0 4400 11.1240 4.6110 6049.0981 23.0981 49.0005 0.7567
32 0 4500 11.2720 4.6550 6049.6328 23.6328 47.7799 0.3484
32 0 4600 10.9700 4.4980 6050.0859 24.0859 48.5528 0.5491
32 0 4700 10.8250 4.4130 6050.6270 24.6270 50.8024 0.8006
32 0 4800 11.0910 4.4150 6051.0820 25.0820 51.7351 0.4901
32 0 4900 11.0600 4.4670 6051.5752 25.5752 50.8802 0.5364
32 0 5000 11.0810 4.4670 6052.0879 26.0879 50.8354 0.4990
32 0 5100 11.1210 4.5620 6052.5801 26.5801 48.9704 0.3481
32 0 5200 11.3430 4.6210 6053.1938 27.1938 48.9170 0.4867
32 0 5300 11.2960 4.6240 6053.7290 27.7290 48.0846 0.2997
32 0 5400 11.1520 4.6440 6054.2549 28.2549 48.8907 0.4490
32 0 5500 11.0480 4.4260 6054.6968 28.6968 49.3604 0.5549
32 0 5600 11.3520 4.3920 6055.1191 29.1191 54.1157 0.4483
32 0 5700 11.5050 4.4760 6055.6958 29.6958 51.7719 0.3689
32 0 5800 11.6390 4.4300 6056.2612 30.2612 51.3243 0.4655
32 0 5900 11.5580 4.4930 6056.6909 30.6909 52.5673 0.4211
32 0 6000 11.2520 4.5220 6057.2158 31.2158 50.7541 0.4000
32 0 6100 10.9490 4.5460 6057.7329 31.7329 53.7150 0.5944
32 0 6200 10.8640 4.7390 6058.2930 32.2930 50.3151 0.6396
32 0 6300 11.1280 5.0280 6058.7949 32.7949 47.1303 0.5965
32 0 6400 11.2310 4.8430 6059.3701 33.3701 47.9629 0.4512
32 0 6500 11.4050 4.9140 6059.9551 33.9551 49.2000 0.4908
32 0 6600 11.1450 4.9000 6060.6450 34.6450 47.9252 0.6653
32 0 6700 11.3460 4.8130 6061.0659 35.0659 52.6633 0.8720
32 0 6800 11.0090 4.5910 6061.5249 35.5249 54.8984 0.8715
32 0 6900 11.2100 4.8800 6062.1812 36.1812 50.9525 0.5270
32 0 7000 11.0900 4.8860 6062.6118 36.6118 50.6216 0.5941
32 0 7100 11.1050 4.7140 6063.0190 37.0190 50.3706 0.3825
32 0 7200 11.1380 4.3600 6063.4951 37.4951 56.7816 0.4888
32 0 7300 11.0750 4.3600 6064.0532 38.0532 57.3570 0.5342
32 0 7400 10.8660 4.3840 6064.5898 38.5898 56.6253 0.5997
32 0 7500 11.2550 4.5960 6064.9810 38.9810 53.4928 0.5912
32 0 7600 11.3520 4.7860 6065.6128 39.6128 52.7267 0.6479
32 0 7700 10.9430 4.6440 6066.0830 40.0830 52.1853 0.5407
32 0 7800 11.4610 4.7960 6066.3452 40.3452 54.0509 0.3761
32 0 7900 11.5480 4.9200 6066.9819 40.9819 53.1033 0.5709
32 0 8000 11.4830 4.6360 6067.4722 41.4722 56.0927 0.6301
32 0 8100 11.6260 4.7700 6068.0698 42.0698 52.1528 0.6667
32 0 8200 11.3780 4.7500 6068.4180 42.4180 50.5905 0.6341
32 0 8300 11.3670 4.6610 6068.7998 42.7998 53.9909 0.6170
32 0 8400 11.2220 4.7570 6069.3140 43.3140 52.7251 0.5991
32 0 8500 11.0180 4.5170 6069.7651 43.7651 53.7324 0.6870
32 0 8600 11.1780 4.5950 6070.2329 44.2329 54.3494 0.5878
32 0 8700 10.9440 4.3600 6070.6919 44.6919 56.2009 0.8443
32 0 8800 11.1730 4.3840 6071.1680 45.1680 56.5405 0.6074
32 0 8900 11.2360 4.4320 6071.5898 45.5898 55.2647 0.5817
32 0 9000 11.2250 4.5600 6071.9839 45.9839 54.7277 0.5261
32 0 9100 11.0830 4.5670 6072.4531 46.4531 53.3665 0.4771
32 0 9200 10.9030 4.4970 6072.8511 46.8511 52.5798 0.5235
32 0 9300 11.2900 4.7770 6073.1748 47.1748 51.3833 0.4804
32 0 9400 10.9870 4.5090 6073.5410 47.5410 51.4610 0.6718
32 0 9500 11.1200 4.6440 6073.9399 47.9399 51.4510 0.4892
32 0 9600 11.2820 4.9510 6074.5142 48.5142 50.6104 0.2438
32 0 9700 11.6480 4.8880 6075.0132 49.0132 50.9624 0.3085
32 0 9800 11.4020 4.5210 6075.5752 49.5752 52.5838 0.3698
32 0 9900 11.5040 4.6940 6076.1768 50.1768 50.9684 0.3754
32 0 10000 11.4590 4.8330 6076.9072 50.9072 50.2809 0.5438
32 0 10100 11.3730 4.7770 6077.3921 51.3921 51.3323 0.3651
32 0 10200 11.5830 4.9540 6077.8262 51.8262 51.7283 0.3736
32 0 10300 11.3770 4.9050 6078.4951 52.4951 49.9413 0.3297
32 0 10400 11.4960 5.0480 6078.9570 52.9570 47.9829 0.3496
32 0 10500 11.3950 4.8650 6079.5591 53.5591 47.6627 0.4590
32 0 10600 11.4140 4.9520 6080.1011 54.1011 49.3959 0.3427
32 0 10700 11.8140 4.9060 6080.6162 54.6162 49.8926 0.4040
32 0 10800 11.5830 4.8290 6081.2451 55.2451 50.7576 0.3897
32 0 10900 11.5050 4.9080 6081.7300 55.7300 50.4621 0.4246
32 0 11000 11.6170 4.7000 6082.1621 56.1621 51.7095 0.3162
32 0 11100 11.7310 4.7870 6082.8472 56.8472 49.9232 0.3317
32 0 11200 11.5860 4.7320 6083.2012 57.2012 50.9866 0.3916
32 0 11300 11.4920 4.6010 6083.6558 57.6558 51.0643 0.2789
32 0 11400 11.8860 4.7330 6084.2949 58.2949 50.1264 0.2576
32 0 11500 11.8330 4.7390 6084.6182 58.6182 50.2011 0.3997
32 0 11600 11.9320 4.7400 6085.0918 59.0918 50.5074 0.3165
32 0 11700 11.5210 4.6830 6085.5879 59.5879 50.6250 0.4437
32 0 11800 11.4290 4.7110 6086.3140 60.3140 49.8814 0.3475
32 0 11900 11.4110 4.8600 6086.8789 60.8789 47.3709 0.3683
32 0 12000 11.6600 4.8420 6087.5269 61.5269 49.4750 0.2966
32 0 12100 12.1350 5.0070 6088.0518 62.0518 50.7381 0.3685
32 0 12200 11.9800 4.9090 6088.7021 62.7021 50.1383 0.3925
32 0 12300 11.8630 4.8800 6089.1650 63.1650 48.9245 0.3102
32 0 12400 11.9010 5.0130 6089.6641 63.6641 49.9603 0.3633
32 0 12500 11.5000 5.0750 6090.3628 64.3628 47.8196 0.2826
32 0 12600 11.2990 5.1400 6090.9238 64.9238 46.0906 0.3895
32 0 12700 11.8310 5.4080 6091.4370 65.4370 44.9362 0.4037
32 0 12800 11.3800 5.1300 6091.9551 65.9551 47.3458 0.3275
32 0 12900 11.3820 5.2440 6092.2041 66.2041 45.8448 0.1852
32 0 13000 11.5180 5.0240 6092.7661 66.7661 48.5076 0.2333
32 0 13100 11.4190 5.1620 6093.2202 67.2202 47.3967 0.1995
32 0 13200 11.6390 5.2480 6093.8428 67.8428 47.7408 0.2235
32 0 13300 11.6260 5.3260 6094.6069 68.6069 48.0628 0.3887
32 0 13400 11.7690 5.2080 6095.1782 69.1782 51.2270 0.5349
32 0 13500 11.4360 5.0410 6095.9170 69.9170 52.4892 0.6025
32 0 13600 11.4070 4.8740 6096.4678 70.4678 52.8717 0.2612
32 0 13700 11.2800 4.9070 6096.9951 70.9951 52.0298 0.3403
32 0 13800 11.5130 5.2090 6097.4932 71.4932 48.4099 0.2665
32 0 13900 11.7090 5.2340 6097.9341 71.9341 50.0220 0.3611
32 0 14000 11.8640 5.3270 6098.4189 72.4189 49.0699 0.4040
32 0 14100 12.0080 5.2770 6098.9951 72.9951 48.8020 0.4897
32 0 14200 11.8550 4.9880 6099.5972 73.5972 51.9064 0.5926
32 0 14300 11.8860 5.1740 6100.2212 74.2212 51.0628 0.2799
32 0 14400 11.7900 5.2820 6100.7290 74.7290 49.9751 0.3285
32 0 14500 11.9570 5.1150 6101.1890 75.1890 50.9341 0.3097
32 0 14600 11.7700 5.1280 6101.8579 75.8579 51.8450 0.2882
32 0 14700 11.7970 5.1960 6102.3652 76.3652 49.8485 0.3501
32 0 14800 11.7530 5.0780 6102.6768 76.6768 52.2314 0.3460
32 0 14900 11.7270 5.1710 6103.1401 77.1401 52.9499 0.3440
32 0 15000 11.9670 5.2710 6103.5918 77.5918 53.0816 0.3940
32 0 15100 11.7170 5.1680 6104.0518 78.0518 52.2761 0.2746
32 0 15200 11.7060 5.2060 6104.6152 78.6152 52.8381 0.3035
32 0 15300 11.8900 5.1810 6104.9512 78.9512 52.2519 0.3337
32 0 15400 11.5500 5.3090 6105.3608 79.3608 49.2984 0.3632
32 0 15500 11.5160 5.3270 6105.8931 79.8931 49.3736 0.2579
32 0 15600 11.7090 5.4540 6106.6802 80.6802 49.7902 0.3055
32 0 15700 11.9100 5.3890 6107.2461 81.2461 50.8478 0.5289
32 0 15800 11.5920 5.1480 6107.4600 81.4600 51.6957 0.3780
32 0 15900 11.7590 5.1610 6108.0742 82.0742 50.2668 0.6413
32 0 16000 11.4860 5.0290 6108.6060 82.6060 51.2555 0.4285
32 0 16100 11.2940 4.9650 6108.9482 82.9482 49.4061 0.4810
32 0 16200 11.0570 4.9360 6109.5498 83.5498 49.9853 0.2739
32 0 16300 11.2690 4.9690 6109.9551 83.9551 49.7755 0.1952
32 0 16400 11.4770 4.9050 6110.8052 84.8052 49.9462 0.1323
32 0 16500 11.5680 5.1140 6111.4619 85.4619 49.7868 0.2382
32 0 16600 11.1970 4.8910 6112.0068 86.0068 51.5460 0.2108
32 0 16700 11.5590 4.9220 6112.7700 86.7700 52.6662 0.2410
32 0 16800 11.4260 5.1040 6113.2139 87.2139 52.3634 0.3060
32 0 16900 11.6300 5.1370 6113.5898 87.5898 51.5342 0.3346
32 0 17000 11.5100 5.2580 6114.1641 88.1641 51.8704 0.4114
32 0 17100 11.6880 5.2070 6114.7300 88.7300 51.3941 0.3413
32 0 17200 11.2260 4.9420 6115.3428 89.3428 52.3424 0.2309
32 0 17300 11.2420 5.0430 6115.7432 89.7432 50.5442 0.3236
32 0 17400 11.3410 5.0530 6116.2539 90.2539 49.8463 0.2737
32 0 17500 11.2800 4.8120 6116.9438 90.9438 51.3564 0.2122
32 0 17600 11.2860 5.0670 6117.2109 91.2109 49.1802 0.1993
32 0 17700 11.0690 5.1290 6117.7461 91.7461 48.1410 0.2683
32 0 17800 11.0500 5.0720 6118.1191 92.1191 50.8793 0.2642
32 0 17900 11.5070 5.2630 6118.5562 92.5562 50.3069 0.2084
32 0 18000 11.3410 5.1770 6119.0620 93.0620 51.0541 0.3413
32 0 18100 11.4740 5.2390 6119.6758 93.6758 50.6167 0.2949
32 0 18200 11.3980 4.9380 6120.2412 94.2412 51.3631 0.3360
32 0 18300 11.1650 4.9870 6120.8408 94.8408 50.2180 0.5274
32 0 18400 11.1380 5.0240 6121.4600 95.4600 49.3383 0.3193
32 0 18500 11.0970 4.9730 6122.0908 96.0908 49.6501 0.2538
32 0 18600 11.3470 5.0620 6122.8472 96.8472 48.5579 0.3989
32 0 18700 11.1690 4.8840 6123.3599 97.3599 50.1664 0.3653
32 0 18800 11.3710 4.6630 6123.9971 97.9971 52.8807 0.5704
32 0 18900 11.4740 4.7060 6124.7939 98.7939 51.6880 0.5317
32 0 19000 11.5520 5.0440 6125.4341 99.4341 49.2309 0.4558
32 0 19100 11.6170 4.8630 6126.0752 100.0752 50.3116 0.4797
32 1 100 4.5870 3.5380 6026.9468 0.9468 23.2363 0.0749
32 1 200 9.5010 4.6070 6027.4692 1.4692 32.5625 0.1035
32 1 300 10.7690 4.5860 6027.9399 1.9399 39.6144 0.1487
32 1 400 11.0420 4.6240 6028.4678 2.4678 42.2212 0.2535
32 1 500 11.0520 4.6500 6028.9790 2.9790 44.4071 0.6318
32 1 600 11.2300 4.4410 6029.4980 3.4980 47.6305 0.6978
32 1 700 11.2510 4.5310 6030.0562 4.0562 45.8180 0.6052
