"","uni_id","iteration","timepoint","m","counts","avg_workload","avg_OGL","per_site_mutation_rate","time_to_fill","growth_rate"
"1597",16,85,3000,32,31,397.032258064516,100.548387096774,0.0102662816811036,208,0.0165095538677171
"1598",16,18,3000,35,31,410.838709677419,100.516129032258,0.0112323491655969,236,0.0145507932393438
"1599",16,56,3000,17,31,363.677419354839,100.58064516129,0.00545221295702373,194,0.0177009649715729
"1600",17,57,3200,26,31,333.870967741935,100,0.00838709677419355,194,0.0177009649715729
"1601",17,44,3200,35,31,327.612903225806,100,0.0112903225806452,263,0.0130569855683846
"1602",17,65,3200,31,31,360.645161290323,100,0.01,218,0.0157522348829594
"1603",17,9,3200,23,31,322.967741935484,100,0.00741935483870968,190,0.0180736168657113
"1604",17,69,3200,23,31,307.838709677419,100,0.00741935483870968,197,0.0174314071293662
"1605",17,89,3200,28,31,338.870967741935,100,0.00903225806451613,206,0.0166698407984716
"1606",17,33,3200,24,31,311.451612903226,100,0.00774193548387097,195,0.0176101907922315
"1607",17,45,3200,21,31,341.225806451613,100,0.0067741935483871,178,0.0192920629465458
"1608",17,24,3200,26,31,314.483870967742,100,0.00838709677419355,207,0.0165893101665949
"1609",17,22,3200,31,31,338.451612903226,100,0.01,209,0.0164305607870103
"1610",17,55,3200,28,31,312.935483870968,100,0.00903225806451613,187,0.0183635679384232
"1611",17,68,3200,23,31,344.548387096774,100,0.00741935483870968,217,0.0158248258271205
"1612",17,29,3200,35,31,311.064516129032,100,0.0112903225806452,194,0.0177009649715729
"1613",17,12,3200,22,31,338.548387096774,100,0.00709677419354839,183,0.0187649574015582
"1614",17,72,3200,27,32,349.46875,100,0.0084375,213,0.0162710605765245
"1615",17,23,3200,28,31,353.612903225806,100,0.00903225806451613,219,0.0156803068697952
"1616",17,16,3200,26,32,309.28125,100,0.008125,212,0.0163478108622629
"1617",17,71,3200,26,31,311.354838709677,100,0.00838709677419355,203,0.0169161931255426
"1618",17,53,3200,79,31,343.903225806452,100.032258064516,0.0254756530151564,186,0.0184622967983072
"1619",17,94,3200,31,31,322.064516129032,100,0.01,218,0.0157522348829594
"1620",17,42,3200,29,31,315.483870967742,100,0.00935483870967742,211,0.0162748208743372
"1621",17,78,3200,35,31,321.774193548387,100,0.0112903225806452,246,0.0139592975792079
"1622",17,88,3200,23,31,341.129032258065,100,0.00741935483870968,187,0.0183635679384232
"1623",17,97,3200,29,31,312.516129032258,100,0.00935483870967742,195,0.0176101907922315
"1624",17,99,3200,36,31,337.161290322581,100,0.0116129032258065,256,0.0134140125175201
"1625",17,62,3200,26,31,320.516129032258,100,0.00838709677419355,207,0.0165893101665949
"1626",17,8,3200,25,31,308.516129032258,100,0.00806451612903226,204,0.0168332706102213
"1627",17,34,3200,31,31,348.967741935484,100,0.01,211,0.0162748208743372
"1628",17,17,3200,33,32,333.4375,100,0.0103125,212,0.0163478108622629
"1629",17,31,3200,20,31,351.903225806452,100,0.00645161290322581,199,0.0172562171079656
"1630",17,38,3200,37,31,308.548387096774,100,0.0119354838709677,244,0.0140737180511686
"1631",17,1,3200,33,31,329.903225806452,100,0.0106451612903226,200,0.0171699360224257
"1632",17,52,3200,30,31,334.290322580645,100,0.00967741935483871,221,0.0155384036402043
"1633",17,81,3200,26,32,315.8125,100,0.008125,192,0.0180507078270819
"1634",17,19,3200,23,31,317.612903225806,100,0.00741935483870968,195,0.0176101907922315
"1635",17,64,3200,30,32,333.40625,100,0.009375,203,0.0170725906541858
"1636",17,51,3200,35,31,317.225806451613,100,0.0112903225806452,216,0.0158980889096535
"1637",17,77,3200,37,32,316.75,100.03125,0.0115588878475476,209,0.0165824684344485
"1638",17,61,3200,32,31,349.741935483871,100,0.0103225806451613,203,0.0169161931255426
"1639",17,91,3200,52,31,384.774193548387,100,0.0167741935483871,211,0.0162748208743372
"1640",17,93,3200,30,31,326.806451612903,100,0.00967741935483871,204,0.0168332706102213
"1641",17,37,3200,40,32,370.9375,100,0.0125,213,0.0162710605765245
"1642",17,26,3200,31,31,350.387096774194,100,0.01,209,0.0164305607870103
"1643",17,83,3200,23,33,296.030303030303,100,0.00696969696969697,186,0.0187984277498198
"1644",17,82,3200,31,31,340.903225806452,100,0.01,204,0.0168332706102213
"1645",17,21,3200,34,32,309.46875,100,0.010625,211,0.0164252886388613
"1646",17,74,3200,37,31,309.903225806452,100,0.0119354838709677,221,0.0155384036402043
"1647",17,59,3200,35,31,318.516129032258,100,0.0112903225806452,219,0.0156803068697952
"1648",17,48,3200,20,31,359.838709677419,100,0.00645161290322581,221,0.0155384036402043
"1649",17,76,3200,25,31,329.096774193548,100,0.00806451612903226,201,0.01708451345515
"1650",17,79,3200,24,31,325.258064516129,100,0.00774193548387097,195,0.0176101907922315
"1651",17,96,3200,30,32,379.28125,100,0.009375,203,0.0170725906541858
"1652",17,75,3200,21,31,353.322580645161,100,0.0067741935483871,194,0.0177009649715729
"1653",17,40,3200,29,31,327.58064516129,100,0.00935483870967742,189,0.0181692444681754
"1654",17,70,3200,132,31,393.354838709677,100,0.0425806451612903,251,0.0136812239222516
"1655",17,20,3200,33,31,329,100,0.0106451612903226,215,0.0159720335092332
"1656",17,11,3200,34,31,322.096774193548,100,0.0109677419354839,206,0.0166698407984716
"1657",17,60,3200,30,31,323.709677419355,100,0.00967741935483871,214,0.0160466691798371
"1658",17,98,3200,27,31,304.483870967742,100,0.00870967741935484,240,0.0143082800186881
"1659",17,66,3200,41,31,304,100,0.0132258064516129,286,0.0120069482674306
"1660",17,2,3200,35,31,352.41935483871,100,0.0112903225806452,223,0.0153990457600231
"1661",17,86,3200,31,31,340.967741935484,100,0.01,247,0.0139027822043933
"1662",17,95,3200,32,31,340.838709677419,100,0.0103225806451613,200,0.0171699360224257
"1663",17,73,3200,33,31,331.290322580645,100,0.0106451612903226,229,0.0149955773121622
"1664",17,87,3200,33,31,320.451612903226,100,0.0106451612903226,187,0.0183635679384232
"1665",17,36,3200,28,31,324.903225806452,100,0.00903225806451613,213,0.0161220056548598
"1666",17,84,3200,33,32,355.09375,100,0.0103125,212,0.0163478108622629
"1667",17,6,3200,25,31,315.322580645161,100,0.00806451612903226,198,0.0173433697196219
"1668",17,15,3200,36,31,332.677419354839,100,0.0116129032258065,239,0.014368147299101
"1669",17,0,3200,23,31,346.193548387097,100,0.00741935483870968,198,0.0173433697196219
"1670",17,90,3200,125,31,316.774193548387,100,0.0403225806451613,208,0.0165095538677171
"1671",17,46,3200,27,31,330.322580645161,100.064516129032,0.00870406189555126,208,0.0165095538677171
"1672",17,10,3200,13,31,322.225806451613,100,0.00419354838709677,190,0.0180736168657113
"1673",17,49,3200,36,32,328.21875,100,0.01125,207,0.0167426855207716
"1674",17,14,3200,35,31,343.483870967742,100.096774193548,0.0112794070254592,220,0.0156090327476598
"1675",17,43,3200,30,31,347.516129032258,100,0.00967741935483871,219,0.0156803068697952
"1676",17,7,3200,30,31,316.806451612903,100,0.00967741935483871,203,0.0169161931255426
"1677",17,39,3200,35,31,315.354838709677,100,0.0112903225806452,210,0.0163523200213578
"1678",17,3,3200,24,31,349.935483870968,100,0.00774193548387097,206,0.0166698407984716
"1679",17,13,3200,33,31,343.838709677419,100,0.0106451612903226,207,0.0165893101665949
"1680",17,28,3200,24,32,331.4375,100,0.0075,188,0.0184347654404241
"1681",17,47,3200,32,31,335.290322580645,100,0.0103225806451613,216,0.0158980889096535
"1682",17,30,3200,30,31,322.741935483871,100,0.00967741935483871,200,0.0171699360224257
"1683",17,27,3200,34,31,337.967741935484,100,0.0109677419354839,222,0.0154684108310142
"1684",17,35,3200,36,31,312.290322580645,100,0.0116129032258065,234,0.0146751589935263
"1685",17,4,3200,34,31,317.774193548387,100,0.0109677419354839,197,0.0174314071293662
"1686",17,41,3200,26,31,353.354838709677,100,0.00838709677419355,215,0.0159720335092332
"1687",17,5,3200,24,31,361.161290322581,100,0.00774193548387097,218,0.0157522348829594
"1688",17,67,3200,35,31,327.903225806452,100,0.0112903225806452,247,0.0139027822043933
"1689",17,58,3200,29,31,337.193548387097,100,0.00935483870967742,219,0.0156803068697952
"1690",17,80,3200,30,31,341.322580645161,100,0.00967741935483871,213,0.0161220056548598
"1691",17,54,3200,27,31,353.451612903226,100,0.00870967741935484,203,0.0169161931255426
"1692",17,25,3200,24,31,331.774193548387,100,0.00774193548387097,192,0.0178853500233601
"1693",17,32,3200,24,32,314.3125,100,0.0075,205,0.016906028794145
"1694",17,50,3200,38,31,325.612903225806,100,0.012258064516129,226,0.0151946336481644
"1695",17,63,3200,29,31,324.870967741935,100,0.00935483870967742,210,0.0163523200213578
"1696",17,92,3200,24,31,308.58064516129,100,0.00774193548387097,199,0.0172562171079656
"1697",17,85,3200,23,31,363.129032258065,100,0.00741935483870968,210,0.0163523200213578
"1698",17,18,3200,26,31,338.58064516129,100,0.00838709677419355,194,0.0177009649715729
"1699",17,56,3200,24,31,335.193548387097,100,0.00774193548387097,228,0.0150613473880927
"1700",18,57,3400,22,31,362.41935483871,100,0.00709677419354839,191,0.0179789905993987
"1701",18,44,3400,28,31,323.193548387097,100,0.00903225806451613,218,0.0157522348829594
"1702",18,65,3400,30,31,338.548387096774,100,0.00967741935483871,194,0.0177009649715729
"1703",18,9,3400,28,31,337.322580645161,100,0.00903225806451613,199,0.0172562171079656
"1704",18,69,3400,27,31,359.064516129032,100,0.00870967741935484,198,0.0173433697196219
