"","strategy_rep","trans_viable_uni","final_viable_uni","num_viable_unicells_diff","adjusted_trans_viable_uni","adjusted_final_viable_uni","adjusted_num_viable_unicells_diff","value","trans_uni_avg_growth_rate","final_uni_avg_growth_rate","trans_uni_avg_rel_fitness","final_uni_avg_rel_fitness","trans_uni_avg_workload","final_uni_avg_workload","trans_multi_avg_growth_rate","final_multi_avg_growth_rate","trans_multi_avg_workload","final_multi_avg_workload"
"18",8372,80,68,-12,80,67.2023809523809,-12.7976190476191,"difference",0.000984497236448,0.00144388349446708,0.765703119829324,0.452437197414307,1.71390554345928,6.37759785450112,0.00128574275192642,0.00319134567785081,2.79,9.98
"19",8377,280,85,-195,278.063989290495,81.5458242556282,-196.518165034867,"difference",0.00172483991983099,0.00170031824491026,0.58901331715699,0.53846371875987,10.5093625996852,29.1755753202182,0.00292835470708257,0.00315772109739584,30.44,65.86
"20",8379,80,76,-4,80,76,-4,"difference",0.00196559343280489,0.00178409875449459,0.66564738089318,0.580493386150034,14.69927824231,19.6634379786066,0.00295290493018604,0.00307341788392655,40.82,96.14
"21",8382,105,128,23,103.618002686968,127.152941176471,23.5349384895024,"difference",0.00162128250456468,0.00137022867067834,0.544234630590454,0.426158560936735,10.0526729717519,13.6706962871359,0.0029790138543843,0.00321530246316406,100.36,83.3
"22",8397,42,52,10,42,52,10,"difference",0.0019311942681148,0.00177184578197216,0.688933134898009,0.555492199512097,9.29423629288676,14.2911081504846,0.00280316647623677,0.00318968616216109,81.86,88.16
"23",8428,111,104,-7,111,103.157303370787,-7.84269662921348,"difference",0.000487912436960381,0.00151130322648244,0.415169447977156,0.474037137169345,0.0853308290808291,5.80647347328163,0.00117521276996092,0.00318815364447395,0,23.22
"24",8433,64,67,3,62.4122257053292,66.2469135802469,3.83468787491775,"difference",0.00197153471238472,0.00172967700099682,0.641032220878174,0.56933532237719,17.2225576577119,4.55735433589354,0.0030755625819929,0.00303806374383161,47.13,109.4
"25",8434,144,60,-84,144,60,-84,"difference",0.000540996230984442,0.00181483020170252,0.442809503371371,0.573245795465973,0.0375614708410407,15.2868635056515,0.00122173581837227,0.00316588488926867,0,63.46
"26",8456,53,42,-11,53,42,-11,"difference",0.00147650771538404,0.00150783007092359,0.504343804749591,0.5036672573383,11.6529962659458,5.71908863165208,0.002927581743801,0.00299370278483444,118.63,20.28
"27",8494,71,63,-8,69.4015105637397,63,-6.40151056373966,"difference",0.0015653459851813,0.00149736154678599,0.565882117784306,0.468001976911628,23.944209031753,0.914546357371448,0.00276620507343537,0.00319947696945035,95.5,147.84
"28",8533,104,53,-51,104,53,-51,"difference",0.000729573189247043,0.00153575916482963,0.596263187814021,0.4925706258399,0.0173639194774861,10.3417860568689,0.00122357577015907,0.00311784561292293,0,21.68
"29",8545,147,87,-60,147,87,-60,"difference",0.00147607102322754,0.00199027248048005,0.52571464240626,0.630509597290689,7.58163334868189,11.6502578813565,0.00280774188915755,0.00315660933478615,52.1,58.68
"30",8594,77,73,-4,75.4701385570951,73,-2.47013855709508,"difference",0.00265039967392511,0.00193116644327794,0.923782328298827,0.610272678620611,18.84773647201,9.06897122992432,0.00286907379880918,0.00316443208246341,18.33,66.18
"31",8614,114,112,-2,112.27430671567,110.286475682878,-1.98783103279182,"difference",0.00171317475000934,0.00174619314226935,0.58360051602458,0.606600523509751,8.76069523324351,9.91391022826532,0.00293552644826171,0.00287865419595419,54.29,55.85
"32",8618,71,38,-33,71,38,-33,"difference",0.0027756875762958,0.00280961336297061,0.857040009863044,0.851958481088964,11.7789689433317,18.7586452225329,0.00323869077797122,0.00329782897328447,406.16,16.97
"33",8625,100,96,-4,99.1621621621622,96,-3.16216216216216,"difference",0.0013108093944487,0.00187869874914965,0.472227901197542,0.589536534905261,13.1660196693504,10.2495124829355,0.00277579827690096,0.00318673845964705,30.76,99.57
"34",8644,62,48,-14,61.8258993599283,48,-13.8258993599283,"difference",0.00148566570882677,0.00181292950765943,0.507608167059352,0.613961027765581,41.2063279674484,15.9551242415093,0.00292679630714661,0.00295284134606608,459.82,139.75
